2,1,946.4707145013921,607.719873046875,90.22389082143471,199.81307373046874,1,-1,-1,-1
2,2,752.9329935829543,695.1908569335938,95.85051674034135,207.72791748046876,1,-1,-1,-1
2,3,191.11642348112474,812.6967407226563,138.54677339907872,271.45391845703125,1,-1,-1,-1
2,4,340.0892334060837,814.3806640625,125.65565794369203,266.41123046875,1,-1,-1,-1
2,5,660.1300966913053,684.9745605468751,108.42006784785804,224.059765625,1,-1,-1,-1
2,6,397.25757111175574,787.2441040039062,109.14436705383228,263.2679809570312,1,-1,-1,-1
2,7,805.3033303006358,522.2980102539062,73.44332719169718,172.53134765625,1,-1,-1,-1
2,8,1026.1608359063434,610.3759155273438,84.44938531621958,192.45718994140626,1,-1,-1,-1
2,9,908.2592918001976,536.573388671875,68.06508339179221,157.36837158203124,1,-1,-1,-1
2,10,1584.5252684601464,674.3743774414062,110.417529485957,236.20457763671874,1,-1,-1,-1
2,11,1164.5050673192004,609.0699951171875,79.3281710256613,197.91646728515624,1,-1,-1,-1
2,12,858.9261325879412,526.155078125,65.13055953114905,163.9806640625,1,-1,-1,-1
2,13,1425.0917706542502,593.25439453125,80.89783076181199,182.60797119140625,1,-1,-1,-1
2,14,995.8893591526478,569.6833129882813,78.62195308142326,187.140673828125,1,-1,-1,-1
2,15,1461.522120371124,637.3444580078125,96.45036374993975,212.289404296875,1,-1,-1,-1
2,16,1650.4662482242404,835.3383422851562,104.37404652026918,242.19254150390626,1,-1,-1,-1
2,17,1237.0456505600414,440.9600463867187,53.798860012729605,105.7339111328125,1,-1,-1,-1
2,18,1068.530383636479,592.398291015625,73.24328546141699,167.67119140625,1,-1,-1,-1
2,19,768.149997126515,445.926318359375,52.005218149313734,111.90294189453125,1,-1,-1,-1
2,20,939.1239201934429,517.3157348632812,63.45300189827042,138.2382568359375,1,-1,-1,-1
2,21,866.6692139143087,470.24741821289064,62.778332425288816,128.32488403320312,1,-1,-1,-1
2,22,1061.387283385763,513.4714233398437,61.138397095661404,133.0472900390625,1,-1,-1,-1
2,23,1499.5486384626581,506.0141723632812,53.18895354343379,106.333544921875,1,-1,-1,-1
2,24,782.3282597578185,480.9510498046875,55.037914078113126,129.2608154296875,1,-1,-1,-1
2,25,998.0284987099024,511.2056701660157,56.90296351769531,121.96110229492187,1,-1,-1,-1
2,26,879.5560773605858,449.2671447753906,54.211441470234654,117.25392456054688,1,-1,-1,-1
2,27,1009.8712497075855,517.3988525390624,63.66792538951638,136.79228515625,1,-1,-1,-1
2,28,1654.6379844887892,670.0792114257812,97.46631617867143,213.871435546875,1,-1,-1,-1
2,29,738.6588577256089,467.9793762207031,49.42157898237622,111.53707885742188,1,-1,-1,-1
2,30,1210.5561729063695,445.71767578125,48.898909070073294,93.59674072265625,1,-1,-1,-1
2,31,944.1388349901672,557.0897949218751,68.917019961072,159.37525634765626,1,-1,-1,-1
2,32,814.1880884664083,450.8029907226562,54.42873029374587,114.18370361328125,1,-1,-1,-1
2,33,1084.4570760049098,540.0408081054687,70.1135823651801,163.68829345703125,1,-1,-1,-1
2,34,815.7326473490823,477.5039916992188,54.67498850496021,121.42418212890625,1,-1,-1,-1
2,35,1376.1734821360064,577.6226684570312,70.04734725142451,173.10118408203124,1,-1,-1,-1
3,1,946.811860475847,608.4404851210892,90.44280572414235,200.27093328036173,1,-1,-1,-1
3,2,752.3047629713417,694.5100110414228,96.93888634037125,210.03099199683027,1,-1,-1,-1
3,3,191.69933236811585,812.8478613579467,138.27290130783183,271.0415492446213,1,-1,-1,-1
3,4,343.9724725809773,812.894240383867,126.64539179510922,268.6007231252291,1,-1,-1,-1
3,5,659.5428584630552,685.7375005387678,108.67771619562852,224.60797910590057,1,-1,-1,-1
3,6,397.9608213377953,784.3732006186526,108.30359543989877,261.2672572060525,1,-1,-1,-1
3,7,805.1482171978937,526.1324358378122,73.1274213074466,171.77163069181077,1,-1,-1,-1
3,8,1026.8827136107684,610.651982148614,85.00045052880844,193.69340913988978,1,-1,-1,-1
3,9,907.9748989452387,536.0741014356138,68.80328071299613,159.0991624955582,1,-1,-1,-1
3,10,1578.695851507032,675.0056694441326,109.79159213774572,234.84312928574377,1,-1,-1,-1
3,11,1165.225653287045,611.7330496724729,80.02650041664025,199.89024650050038,1,-1,-1,-1
3,12,859.3787090318295,526.5791629809014,64.97332578798637,163.58073540245007,1,-1,-1,-1
